product_id,product_name,category,subcategory,price_tier,base_retail_price
10448,Bekleidung Model 448,Bekleidung,,budget,79.77
10450,Schuhe Model 450,Schuhe,,premium,263.82
10459,Ausrüstung Model 459,Ausrüstung,,premium,209.5
10460,Ausrüstung Model 460,Ausrüstung,,premium,181.71
10464,Schuhe Model 464,Schuhe,,mid,88.98
10465,Bekleidung Model 465,Bekleidung,,budget,58.36
10472,Ausrüstung Model 472,Ausrüstung,,mid,100.83
10475,Schuhe Model 475,Schuhe,,budget,56.95
10476,Ausrüstung Model 476,Ausrüstung,,premium,438.45
10480,Bekleidung Model 480,Bekleidung,,mid,96.69
10481,Bekleidung Model 481,Bekleidung,,mid,99.55
10485,Schuhe Model 485,Schuhe,,mid,81.52
10486,Ausrüstung Model 486,Ausrüstung,,budget,56.51
10490,Bekleidung Model 490,Bekleidung,,budget,59.71
10491,Bekleidung Model 491,Bekleidung,,mid,93.16
10494,Bekleidung Model 494,Bekleidung,,premium,370.98
10495,Bekleidung Model 495,Bekleidung,,budget,59.23
10496,Bekleidung Model 496,Bekleidung,,budget,60.72
10497,Ausrüstung Model 497,Ausrüstung,,premium,308.25
10498,Schuhe Model 498,Schuhe,,mid,170.88
