date,shop_id,spend_amount,currency
2024-09-15,CH,83.7,CHF
2024-09-16,DE,267.84,EUR
2024-09-16,AT,175.07,EUR
2024-09-16,CH,62.6,CHF
2024-09-17,DE,353.23,EUR
2024-09-17,AT,113.58,EUR
2024-09-17,CH,51.8,CHF
2024-09-18,DE,359.18,EUR
2024-09-18,AT,94.91,EUR
2024-09-18,CH,81.97,CHF
2024-09-19,DE,383.56,EUR
2024-09-19,AT,109.51,EUR
2024-09-19,CH,34.18,CHF
2024-09-20,DE,348.0,EUR
2024-09-20,AT,136.09,EUR
2024-09-20,CH,77.6,CHF
2024-09-21,DE,486.09,EUR
2024-09-21,AT,158.83,EUR
2024-09-21,CH,69.57,CHF
2024-09-22,DE,510.37,EUR
2024-09-22,AT,130.86,EUR
2024-09-22,CH,133.54,CHF
2024-09-23,DE,299.02,EUR
2024-09-23,AT,51.05,EUR
2024-09-23,CH,90.58,CHF
2024-09-24,DE,424.14,EUR
2024-09-24,AT,150.37,EUR
2024-09-24,CH,64.47,CHF
2024-09-25,DE,335.17,EUR
2024-09-25,AT,83.59,EUR
2024-09-25,CH,84.89,CHF
2024-09-26,DE,329.34,EUR
2024-09-26,AT,139.03,EUR
2024-09-26,CH,101.06,CHF
2024-09-27,DE,510.12,EUR
2024-09-27,AT,159.58,EUR
2024-09-27,CH,70.3,CHF
2024-09-28,DE,552.73,EUR
2024-09-28,AT,164.34,EUR
2024-09-28,CH,133.25,CHF
2024-09-29,DE,603.15,EUR
2024-09-29,AT,201.8,EUR
2024-09-29,CH,113.27,CHF
2024-09-30,DE,371.36,EUR
2024-09-30,AT,138.79,EUR
2024-09-30,CH,84.27,CHF
2024-10-01,DE,391.83,EUR
2024-10-01,AT,69.75,EUR
2024-10-01,CH,67.22,CHF
2024-10-02,DE,435.83,EUR
2024-10-02,AT,142.43,EUR
2024-10-02,CH,112.62,CHF
2024-10-03,DE,310.81,EUR
2024-10-03,AT,112.01,EUR
2024-10-03,CH,47.09,CHF
2024-10-04,DE,420.17,EUR
2024-10-04,AT,140.12,EUR
2024-10-04,CH,74.67,CHF
2024-10-05,DE,438.21,EUR
2024-10-05,AT,121.42,EUR
2024-10-05,CH,103.47,CHF
2024-10-06,DE,528.27,EUR
2024-10-06,AT,112.44,EUR
2024-10-06,CH,145.95,CHF
2024-10-07,DE,335.08,EUR
2024-10-07,AT,128.82,EUR
2024-10-07,CH,102.03,CHF
2024-10-08,DE,282.06,EUR
2024-10-08,AT,66.48,EUR
2024-10-08,CH,94.29,CHF
2024-10-09,DE,479.88,EUR
2024-10-09,AT,97.22,EUR
2024-10-09,CH,33.23,CHF
2024-10-10,DE,446.32,EUR
2024-10-10,AT,83.28,EUR
2024-10-10,CH,55.04,CHF
2024-10-11,DE,283.75,EUR
2024-10-11,AT,180.28,EUR
2024-10-11,CH,50.71,CHF
2024-10-12,DE,441.52,EUR
2024-10-12,AT,128.5,EUR
2024-10-12,CH,186.6,CHF
2024-10-13,DE,441.94,EUR
2024-10-13,AT,139.25,EUR
2024-10-13,CH,133.82,CHF
2024-10-14,DE,389.77,EUR
2024-10-14,AT,85.25,EUR
2024-10-14,CH,83.81,CHF
2024-10-15,DE,251.84,EUR
2024-10-15,AT,52.53,EUR
2024-10-15,CH,51.01,CHF
2024-10-16,DE,337.44,EUR
2024-10-16,AT,94.51,EUR
2024-10-16,CH,93.2,CHF
2024-10-17,DE,406.76,EUR
2024-10-17,AT,87.57,EUR
2024-10-17,CH,85.81,CHF
2024-10-18,DE,400.12,EUR
2024-10-18,AT,151.98,EUR
2024-10-18,CH,125.67,CHF
2024-10-19,DE,419.05,EUR
2024-10-19,AT,135.93,EUR
2024-10-19,CH,66.28,CHF
2024-10-20,DE,561.61,EUR
2024-10-20,AT,199.43,EUR
2024-10-20,CH,40.24,CHF
2024-10-21,DE,262.07,EUR
2024-10-21,AT,62.96,EUR
2024-10-21,CH,82.73,CHF
2024-10-22,DE,245.58,EUR
2024-10-22,AT,65.66,EUR
2024-10-22,CH,73.35,CHF
2024-10-23,DE,423.05,EUR
2024-10-23,AT,109.12,EUR
2024-10-23,CH,50.7,CHF
2024-10-24,DE,553.17,EUR
2024-10-24,AT,74.14,EUR
2024-10-24,CH,77.79,CHF
2024-10-25,DE,425.56,EUR
2024-10-25,AT,51.65,EUR
2024-10-25,CH,79.07,CHF
2024-10-26,DE,494.15,EUR
2024-10-26,AT,173.58,EUR
2024-10-26,CH,206.62,CHF
2024-10-27,DE,475.84,EUR
2024-10-27,AT,232.01,EUR
2024-10-27,CH,65.51,CHF
2024-10-28,DE,477.36,EUR
2024-10-28,AT,112.03,EUR
2024-10-28,CH,64.18,CHF
2024-10-29,DE,467.85,EUR
2024-10-29,AT,134.81,EUR
2024-10-29,CH,63.64,CHF
2024-10-30,DE,356.54,EUR
2024-10-30,AT,94.81,EUR
2024-10-30,CH,70.53,CHF
2024-10-31,DE,377.1,EUR
2024-10-31,AT,149.24,EUR
2024-10-31,CH,63.66,CHF
2024-11-01,DE,357.85,EUR
2024-11-01,AT,126.94,EUR
2024-11-01,CH,71.35,CHF
2024-11-02,DE,443.43,EUR
2024-11-02,AT,105.53,EUR
2024-11-02,CH,98.52,CHF
2024-11-03,DE,435.06,EUR
2024-11-03,AT,212.49,EUR
2024-11-03,CH,79.13,CHF
2024-11-04,DE,353.02,EUR
2024-11-04,AT,77.04,EUR
2024-11-04,CH,159.93,CHF
2024-11-05,DE,269.96,EUR
2024-11-05,AT,51.34,EUR
2024-11-05,CH,56.67,CHF
2024-11-06,DE,318.66,EUR
2024-11-06,AT,147.38,EUR
2024-11-06,CH,83.36,CHF
2024-11-07,DE,322.3,EUR
2024-11-07,AT,114.6,EUR
2024-11-07,CH,108.67,CHF
2024-11-08,DE,427.24,EUR
2024-11-08,AT,100.03,EUR
2024-11-08,CH,65.05,CHF
2024-11-09,DE,455.41,EUR
2024-11-09,AT,202.82,EUR
2024-11-09,CH,71.05,CHF
2024-11-10,DE,559.02,EUR
2024-11-10,AT,163.88,EUR
2024-11-10,CH,62.33,CHF
2024-11-11,DE,370.92,EUR
2024-11-11,AT,76.9,EUR
2024-11-11,CH,96.35,CHF
2024-11-12,DE,332.33,EUR
2024-11-12,AT,86.41,EUR
2024-11-12,CH,83.32,CHF
2024-11-13,DE,311.02,EUR
2024-11-13,AT,124.84,EUR
2024-11-13,CH,124.13,CHF
2024-11-14,DE,492.92,EUR
2024-11-14,AT,166.03,EUR
2024-11-14,CH,60.33,CHF
2024-11-15,DE,402.18,EUR
2024-11-15,AT,121.03,EUR
2024-11-15,CH,68.21,CHF
2024-11-16,DE,445.6,EUR
2024-11-16,AT,132.44,EUR
2024-11-16,CH,130.6,CHF
2024-11-17,DE,556.37,EUR
2024-11-17,AT,181.12,EUR
2024-11-17,CH,84.19,CHF
2024-11-18,DE,387.63,EUR
2024-11-18,AT,53.63,EUR
2024-11-18,CH,70.01,CHF
2024-11-19,DE,261.88,EUR
2024-11-19,AT,92.45,EUR
2024-11-19,CH,28.49,CHF
2024-11-20,DE,1002.78,EUR
2024-11-20,AT,236.36,EUR
2024-11-20,CH,192.49,CHF
2024-11-21,DE,1111.43,EUR
2024-11-21,AT,369.95,EUR
2024-11-21,CH,229.48,CHF
2024-11-22,DE,1070.82,EUR
2024-11-22,AT,255.34,EUR
2024-11-22,CH,202.92,CHF
2024-11-23,DE,1121.54,EUR
2024-11-23,AT,277.55,EUR
2024-11-23,CH,336.21,CHF
2024-11-24,DE,1374.99,EUR
2024-11-24,AT,438.96,EUR
2024-11-24,CH,280.7,CHF
2024-11-25,DE,1054.0,EUR
2024-11-25,AT,342.13,EUR
2024-11-25,CH,232.93,CHF
2024-11-26,DE,1085.82,EUR
2024-11-26,AT,306.78,EUR
2024-11-26,CH,206.52,CHF
2024-11-27,DE,1124.48,EUR
2024-11-27,AT,461.27,EUR
2024-11-27,CH,352.24,CHF
2024-11-28,DE,472.82,EUR
2024-11-28,AT,70.81,EUR
2024-11-28,CH,146.48,CHF
2024-11-29,DE,459.3,EUR
2024-11-29,AT,113.54,EUR
2024-11-29,CH,99.57,CHF
2024-11-30,DE,449.35,EUR
2024-11-30,AT,162.56,EUR
2024-11-30,CH,72.46,CHF
2024-12-01,DE,879.42,EUR
2024-12-01,AT,351.65,EUR
2024-12-01,CH,171.03,CHF
2024-12-02,DE,623.4,EUR
2024-12-02,AT,179.34,EUR
2024-12-02,CH,98.82,CHF
2024-12-03,DE,571.41,EUR
2024-12-03,AT,197.28,EUR
2024-12-03,CH,100.5,CHF
2024-12-04,DE,665.68,EUR
2024-12-04,AT,161.09,EUR
2024-12-04,CH,197.28,CHF
2024-12-05,DE,668.05,EUR
2024-12-05,AT,158.52,EUR
2024-12-05,CH,199.82,CHF
2024-12-06,DE,641.07,EUR
2024-12-06,AT,213.59,EUR
2024-12-06,CH,99.7,CHF
2024-12-07,DE,778.77,EUR
2024-12-07,AT,295.75,EUR
2024-12-07,CH,167.76,CHF
2024-12-08,DE,1012.31,EUR
2024-12-08,AT,249.31,EUR
2024-12-08,CH,164.21,CHF
2024-12-09,DE,529.18,EUR
2024-12-09,AT,145.61,EUR
2024-12-09,CH,169.08,CHF
2024-12-10,DE,648.96,EUR
2024-12-10,AT,209.98,EUR
2024-12-10,CH,199.42,CHF
2024-12-11,DE,686.8,EUR
2024-12-11,AT,215.99,EUR
2024-12-11,CH,134.29,CHF
2024-12-12,DE,593.0,EUR
2024-12-12,AT,213.7,EUR
2024-12-12,CH,67.64,CHF
2024-12-13,DE,811.59,EUR
2024-12-13,AT,230.15,EUR
2024-12-13,CH,108.68,CHF
2024-12-14,DE,951.11,EUR
2024-12-14,AT,246.88,EUR
2024-12-14,CH,153.11,CHF
2024-12-15,DE,826.69,EUR
2024-12-15,AT,245.67,EUR
2024-12-15,CH,112.5,CHF
2024-12-16,DE,380.68,EUR
2024-12-16,AT,103.08,EUR
2024-12-16,CH,90.23,CHF
2024-12-17,DE,214.72,EUR
2024-12-17,AT,62.52,EUR
2024-12-17,CH,85.57,CHF
2024-12-18,DE,324.33,EUR
2024-12-18,AT,69.97,EUR
2024-12-18,CH,85.89,CHF
2024-12-19,DE,333.93,EUR
2024-12-19,AT,102.44,EUR
2024-12-19,CH,102.6,CHF
2024-12-20,DE,375.41,EUR
2024-12-20,AT,97.04,EUR
2024-12-20,CH,50.22,CHF
2024-12-21,DE,401.12,EUR
2024-12-21,AT,132.32,EUR
2024-12-21,CH,82.02,CHF
2024-12-22,DE,409.09,EUR
2024-12-22,AT,137.17,EUR
2024-12-22,CH,84.78,CHF
2024-12-23,DE,427.06,EUR
2024-12-23,AT,110.41,EUR
2024-12-23,CH,48.45,CHF
2024-12-24,DE,90.74,EUR
2024-12-24,AT,20.07,EUR
2024-12-24,CH,13.17,CHF
2024-12-25,DE,38.18,EUR
2024-12-25,AT,7.12,EUR
2024-12-25,CH,7.69,CHF
2024-12-26,DE,51.24,EUR
2024-12-26,AT,45.55,EUR
2024-12-26,CH,25.58,CHF
2024-12-27,DE,394.24,EUR
2024-12-27,AT,157.42,EUR
2024-12-27,CH,112.42,CHF
2024-12-28,DE,565.61,EUR
2024-12-28,AT,131.09,EUR
2024-12-28,CH,78.36,CHF
2024-12-29,DE,468.91,EUR
2024-12-29,AT,150.84,EUR
2024-12-29,CH,90.42,CHF
2024-12-30,DE,502.92,EUR
2024-12-30,AT,91.26,EUR
2024-12-30,CH,75.92,CHF
2024-12-31,DE,441.01,EUR
2024-12-31,AT,90.34,EUR
2024-12-31,CH,39.74,CHF
2025-01-01,DE,393.96,EUR
2025-01-01,AT,86.16,EUR
2025-01-01,CH,88.5,CHF
2025-01-02,DE,352.96,EUR
2025-01-02,AT,134.92,EUR
2025-01-02,CH,109.19,CHF
2025-01-03,DE,361.54,EUR
2025-01-03,AT,133.75,EUR
2025-01-03,CH,153.49,CHF
2025-01-04,DE,479.29,EUR
2025-01-04,AT,104.97,EUR
2025-01-04,CH,98.91,CHF
2025-01-05,DE,432.7,EUR
2025-01-05,AT,113.74,EUR
2025-01-05,CH,78.01,CHF
2025-01-06,DE,307.39,EUR
2025-01-06,AT,86.55,EUR
2025-01-06,CH,69.01,CHF
2025-01-07,DE,293.94,EUR
2025-01-07,AT,38.52,EUR
2025-01-07,CH,71.58,CHF
2025-01-08,DE,388.08,EUR
2025-01-08,AT,149.29,EUR
2025-01-08,CH,65.2,CHF
2025-01-09,DE,360.18,EUR
2025-01-09,AT,95.6,EUR
2025-01-09,CH,42.58,CHF
2025-01-10,DE,370.9,EUR
2025-01-10,AT,65.18,EUR
2025-01-10,CH,51.96,CHF
2025-01-11,DE,432.14,EUR
2025-01-11,AT,85.31,EUR
2025-01-11,CH,100.66,CHF
2025-01-12,DE,421.36,EUR
2025-01-12,AT,209.37,EUR
2025-01-12,CH,87.54,CHF
2025-01-13,DE,327.11,EUR
2025-01-13,AT,106.63,EUR
2025-01-13,CH,89.43,CHF
2025-01-14,DE,344.7,EUR
2025-01-14,AT,81.19,EUR
2025-01-14,CH,32.52,CHF
2025-01-15,DE,351.55,EUR
2025-01-15,AT,111.21,EUR
2025-01-15,CH,35.81,CHF
2025-01-16,DE,313.4,EUR
2025-01-16,AT,87.53,EUR
2025-01-16,CH,74.57,CHF
2025-01-17,DE,386.0,EUR
2025-01-17,AT,111.14,EUR
2025-01-17,CH,39.74,CHF
2025-01-18,DE,462.65,EUR
2025-01-18,AT,149.92,EUR
2025-01-18,CH,93.33,CHF
2025-01-19,DE,502.17,EUR
2025-01-19,AT,145.35,EUR
2025-01-19,CH,162.17,CHF
2025-01-20,DE,351.51,EUR
2025-01-20,AT,194.59,EUR
2025-01-20,CH,28.2,CHF
2025-01-21,DE,382.41,EUR
2025-01-21,AT,82.29,EUR
2025-01-21,CH,64.72,CHF
2025-01-22,DE,330.12,EUR
2025-01-22,AT,80.71,EUR
2025-01-22,CH,75.94,CHF
2025-01-23,DE,376.54,EUR
2025-01-23,AT,123.09,EUR
2025-01-23,CH,78.51,CHF
2025-01-24,DE,448.23,EUR
2025-01-24,AT,113.75,EUR
2025-01-24,CH,49.26,CHF
2025-01-25,DE,442.35,EUR
2025-01-25,AT,103.72,EUR
2025-01-25,CH,171.29,CHF
2025-01-26,DE,580.14,EUR
2025-01-26,AT,191.66,EUR
2025-01-26,CH,127.44,CHF
2025-01-27,DE,408.01,EUR
2025-01-27,AT,91.92,EUR
2025-01-27,CH,76.04,CHF
2025-01-28,DE,421.44,EUR
2025-01-28,AT,159.12,EUR
2025-01-28,CH,68.82,CHF
2025-01-29,DE,304.07,EUR
2025-01-29,AT,106.83,EUR
2025-01-29,CH,73.6,CHF
2025-01-30,DE,409.26,EUR
2025-01-30,AT,124.71,EUR
2025-01-30,CH,146.64,CHF
2025-01-31,DE,463.5,EUR
2025-01-31,AT,177.96,EUR
2025-01-31,CH,106.94,CHF
2025-02-01,DE,424.05,EUR
2025-02-01,AT,144.56,EUR
2025-02-01,CH,63.78,CHF
2025-02-02,DE,423.25,EUR
2025-02-02,AT,165.11,EUR
2025-02-02,CH,154.79,CHF
2025-02-03,DE,348.85,EUR
2025-02-03,AT,82.15,EUR
2025-02-03,CH,57.18,CHF
2025-02-04,DE,432.7,EUR
2025-02-04,AT,185.43,EUR
2025-02-04,CH,54.1,CHF
2025-02-05,DE,362.97,EUR
2025-02-05,AT,99.93,EUR
2025-02-05,CH,63.47,CHF
2025-02-06,DE,359.62,EUR
2025-02-06,AT,111.28,EUR
2025-02-06,CH,96.45,CHF
2025-02-07,DE,409.56,EUR
2025-02-07,AT,173.1,EUR
2025-02-07,CH,99.99,CHF
2025-02-08,DE,307.48,EUR
2025-02-08,AT,148.34,EUR
2025-02-08,CH,107.06,CHF
2025-02-09,DE,468.3,EUR
2025-02-09,AT,112.77,EUR
2025-02-09,CH,90.37,CHF
2025-02-10,DE,320.47,EUR
2025-02-10,AT,108.8,EUR
2025-02-10,CH,116.05,CHF
2025-02-11,DE,295.62,EUR
2025-02-11,AT,82.15,EUR
2025-02-11,CH,74.43,CHF
2025-02-12,DE,401.2,EUR
2025-02-12,AT,77.95,EUR
2025-02-12,CH,20.14,CHF
2025-02-13,DE,441.73,EUR
2025-02-13,AT,82.45,EUR
2025-02-13,CH,83.79,CHF
2025-02-14,DE,464.1,EUR
2025-02-14,AT,107.35,EUR
2025-02-14,CH,70.04,CHF
2025-02-15,DE,454.05,EUR
2025-02-15,AT,137.02,EUR
2025-02-15,CH,100.01,CHF
2025-02-16,DE,427.78,EUR
2025-02-16,AT,128.55,EUR
2025-02-16,CH,114.73,CHF
2025-02-17,DE,367.23,EUR
2025-02-17,AT,74.88,EUR
2025-02-17,CH,80.76,CHF
2025-02-18,DE,370.51,EUR
2025-02-18,AT,86.78,EUR
2025-02-18,CH,45.05,CHF
2025-02-19,DE,391.11,EUR
2025-02-19,AT,126.84,EUR
2025-02-19,CH,63.98,CHF
2025-02-20,DE,381.84,EUR
2025-02-20,AT,77.69,EUR
2025-02-20,CH,61.48,CHF
2025-02-21,DE,276.41,EUR
2025-02-21,AT,81.63,EUR
2025-02-21,CH,101.95,CHF
2025-02-22,DE,513.24,EUR
2025-02-22,AT,156.27,EUR
2025-02-22,CH,116.15,CHF
2025-02-23,DE,457.61,EUR
2025-02-23,AT,120.58,EUR
2025-02-23,CH,142.75,CHF
2025-02-24,DE,341.43,EUR
2025-02-24,AT,152.76,EUR
2025-02-24,CH,74.65,CHF
2025-02-25,DE,404.51,EUR
2025-02-25,AT,160.53,EUR
2025-02-25,CH,80.45,CHF
2025-02-26,DE,392.02,EUR
2025-02-26,AT,129.91,EUR
2025-02-26,CH,32.12,CHF
2025-02-27,DE,398.75,EUR
2025-02-27,AT,112.87,EUR
2025-02-27,CH,112.18,CHF
2025-02-28,DE,438.01,EUR
2025-02-28,AT,139.55,EUR
2025-02-28,CH,73.01,CHF
2025-03-01,DE,427.68,EUR
2025-03-01,AT,169.4,EUR
2025-03-01,CH,108.72,CHF
2025-03-02,DE,504.92,EUR
2025-03-02,AT,184.11,EUR
2025-03-02,CH,92.96,CHF
2025-03-03,DE,252.5,EUR
2025-03-03,AT,141.31,EUR
2025-03-03,CH,61.77,CHF
2025-03-04,DE,331.49,EUR
2025-03-04,AT,93.88,EUR
2025-03-04,CH,37.34,CHF
2025-03-05,DE,334.71,EUR
2025-03-05,AT,98.98,EUR
2025-03-05,CH,101.13,CHF
2025-03-06,DE,466.16,EUR
2025-03-06,AT,114.96,EUR
2025-03-06,CH,80.4,CHF
2025-03-07,DE,350.68,EUR
2025-03-07,AT,57.5,EUR
2025-03-07,CH,43.33,CHF
2025-03-08,DE,571.08,EUR
2025-03-08,AT,148.68,EUR
2025-03-08,CH,91.2,CHF
2025-03-09,DE,566.52,EUR
2025-03-09,AT,166.75,EUR
2025-03-09,CH,80.88,CHF
2025-03-10,DE,381.3,EUR
2025-03-10,AT,94.94,EUR
2025-03-10,CH,79.9,CHF
2025-03-11,DE,303.03,EUR
2025-03-11,AT,115.13,EUR
2025-03-11,CH,78.34,CHF
2025-03-12,DE,424.46,EUR
2025-03-12,AT,123.13,EUR
2025-03-12,CH,91.59,CHF
2025-03-13,DE,374.95,EUR
2025-03-13,AT,126.31,EUR
2025-03-13,CH,65.13,CHF
2025-03-14,DE,346.38,EUR
2025-03-14,AT,170.79,EUR
2025-03-14,CH,99.61,CHF
2025-03-15,DE,503.85,EUR
2025-03-15,AT,153.23,EUR
2025-03-15,CH,97.26,CHF
2025-03-16,DE,388.92,EUR
2025-03-16,AT,201.69,EUR
2025-03-16,CH,132.89,CHF
2025-03-17,DE,383.77,EUR
2025-03-17,AT,113.88,EUR
2025-03-17,CH,140.24,CHF
2025-03-18,DE,299.26,EUR
2025-03-18,AT,63.56,EUR
2025-03-18,CH,46.36,CHF
2025-03-19,DE,368.76,EUR
2025-03-19,AT,52.89,EUR
2025-03-19,CH,70.48,CHF
2025-03-20,DE,297.17,EUR
2025-03-20,AT,42.54,EUR
2025-03-20,CH,105.78,CHF
2025-03-21,DE,371.1,EUR
2025-03-21,AT,128.61,EUR
2025-03-21,CH,100.56,CHF
2025-03-22,DE,441.24,EUR
2025-03-22,AT,105.68,EUR
2025-03-22,CH,61.95,CHF
2025-03-23,DE,456.25,EUR
2025-03-23,AT,224.0,EUR
2025-03-23,CH,116.88,CHF
2025-03-24,DE,364.37,EUR
2025-03-24,AT,108.11,EUR
2025-03-24,CH,35.52,CHF
2025-03-25,DE,390.14,EUR
2025-03-25,AT,62.09,EUR
2025-03-25,CH,41.54,CHF
2025-03-26,DE,300.15,EUR
2025-03-26,AT,44.46,EUR
2025-03-26,CH,103.77,CHF
2025-03-27,DE,468.65,EUR
2025-03-27,AT,138.93,EUR
2025-03-27,CH,72.6,CHF
2025-03-28,DE,579.66,EUR
2025-03-28,AT,210.67,EUR
2025-03-28,CH,63.97,CHF
2025-03-29,DE,468.93,EUR
2025-03-29,AT,142.18,EUR
2025-03-29,CH,138.85,CHF
2025-03-30,DE,646.87,EUR
2025-03-30,AT,213.37,EUR
2025-03-30,CH,123.33,CHF
2025-03-31,DE,517.55,EUR
2025-03-31,AT,106.25,EUR
2025-03-31,CH,111.52,CHF
2025-04-01,DE,346.12,EUR
2025-04-01,AT,121.84,EUR
2025-04-01,CH,56.66,CHF
2025-04-02,DE,405.05,EUR
2025-04-02,AT,137.55,EUR
2025-04-02,CH,49.84,CHF
2025-04-03,DE,384.11,EUR
2025-04-03,AT,139.15,EUR
2025-04-03,CH,120.91,CHF
2025-04-04,DE,431.46,EUR
2025-04-04,AT,93.91,EUR
2025-04-04,CH,105.13,CHF
2025-04-05,DE,563.03,EUR
2025-04-05,AT,167.63,EUR
2025-04-05,CH,84.26,CHF
2025-04-06,DE,445.66,EUR
2025-04-06,AT,136.1,EUR
2025-04-06,CH,135.28,CHF
2025-04-07,DE,417.0,EUR
2025-04-07,AT,68.73,EUR
2025-04-07,CH,68.59,CHF
2025-04-08,DE,330.6,EUR
2025-04-08,AT,138.05,EUR
2025-04-08,CH,101.89,CHF
2025-04-09,DE,357.08,EUR
2025-04-09,AT,80.5,EUR
2025-04-09,CH,47.56,CHF
2025-04-10,DE,338.41,EUR
2025-04-10,AT,94.49,EUR
2025-04-10,CH,41.43,CHF
2025-04-11,DE,492.72,EUR
2025-04-11,AT,139.04,EUR
2025-04-11,CH,105.65,CHF
2025-04-12,DE,583.77,EUR
2025-04-12,AT,124.85,EUR
2025-04-12,CH,145.46,CHF
2025-04-13,DE,536.67,EUR
2025-04-13,AT,181.69,EUR
2025-04-13,CH,123.16,CHF
2025-04-14,DE,324.41,EUR
2025-04-14,AT,110.61,EUR
2025-04-14,CH,79.06,CHF
2025-04-15,DE,327.3,EUR
2025-04-15,AT,70.0,EUR
2025-04-15,CH,34.35,CHF
2025-04-16,DE,355.55,EUR
2025-04-16,AT,177.57,EUR
2025-04-16,CH,46.36,CHF
2025-04-17,DE,400.37,EUR
2025-04-17,AT,139.6,EUR
2025-04-17,CH,102.98,CHF
2025-04-18,DE,420.1,EUR
2025-04-18,AT,129.74,EUR
2025-04-18,CH,10.84,CHF
2025-04-19,DE,476.09,EUR
2025-04-19,AT,201.23,EUR
2025-04-19,CH,84.77,CHF
2025-04-20,DE,489.96,EUR
2025-04-20,AT,136.53,EUR
2025-04-20,CH,106.51,CHF
2025-04-21,DE,328.82,EUR
2025-04-21,AT,125.98,EUR
2025-04-21,CH,74.52,CHF
2025-04-22,DE,315.6,EUR
2025-04-22,AT,70.73,EUR
2025-04-22,CH,72.97,CHF
2025-04-23,DE,323.04,EUR
2025-04-23,AT,90.65,EUR
2025-04-23,CH,87.37,CHF
2025-04-24,DE,342.88,EUR
2025-04-24,AT,111.6,EUR
2025-04-24,CH,83.97,CHF
2025-04-25,DE,415.81,EUR
2025-04-25,AT,149.94,EUR
2025-04-25,CH,62.43,CHF
2025-04-26,DE,493.43,EUR
2025-04-26,AT,177.94,EUR
2025-04-26,CH,127.16,CHF
2025-04-27,DE,626.46,EUR
2025-04-27,AT,220.81,EUR
2025-04-27,CH,131.78,CHF
2025-04-28,DE,399.09,EUR
2025-04-28,AT,140.42,EUR
2025-04-28,CH,71.02,CHF
2025-04-29,DE,489.88,EUR
2025-04-29,AT,142.24,EUR
2025-04-29,CH,106.65,CHF
2025-04-30,DE,401.67,EUR
2025-04-30,AT,126.32,EUR
2025-04-30,CH,66.24,CHF
2025-05-01,DE,470.98,EUR
2025-05-01,AT,118.46,EUR
2025-05-01,CH,95.27,CHF
2025-05-02,DE,422.39,EUR
2025-05-02,AT,122.74,EUR
2025-05-02,CH,92.88,CHF
2025-05-03,DE,497.28,EUR
2025-05-03,AT,140.06,EUR
2025-05-03,CH,86.19,CHF
2025-05-04,DE,524.71,EUR
2025-05-04,AT,80.41,EUR
2025-05-04,CH,123.14,CHF
2025-05-05,DE,368.58,EUR
2025-05-05,AT,98.83,EUR
2025-05-05,CH,52.37,CHF
2025-05-06,DE,250.44,EUR
2025-05-06,AT,83.82,EUR
2025-05-06,CH,72.2,CHF
2025-05-07,DE,400.2,EUR
2025-05-07,AT,124.23,EUR
2025-05-07,CH,58.04,CHF
2025-05-08,DE,347.97,EUR
2025-05-08,AT,127.41,EUR
2025-05-08,CH,58.08,CHF
2025-05-09,DE,408.1,EUR
2025-05-09,AT,123.8,EUR
2025-05-09,CH,52.7,CHF
2025-05-10,DE,487.65,EUR
2025-05-10,AT,172.2,EUR
2025-05-10,CH,121.35,CHF
2025-05-11,DE,548.24,EUR
2025-05-11,AT,189.78,EUR
2025-05-11,CH,166.89,CHF
2025-05-12,DE,378.79,EUR
2025-05-12,AT,135.58,EUR
2025-05-12,CH,15.28,CHF
2025-05-13,DE,301.0,EUR
2025-05-13,AT,99.37,EUR
2025-05-13,CH,50.66,CHF
2025-05-14,DE,386.12,EUR
2025-05-14,AT,94.07,EUR
2025-05-14,CH,90.78,CHF
2025-05-15,DE,541.08,EUR
2025-05-15,AT,124.1,EUR
2025-05-15,CH,74.85,CHF
2025-05-16,DE,534.28,EUR
2025-05-16,AT,173.2,EUR
2025-05-16,CH,64.24,CHF
2025-05-17,DE,513.99,EUR
2025-05-17,AT,147.77,EUR
2025-05-17,CH,113.32,CHF
2025-05-18,DE,570.65,EUR
2025-05-18,AT,120.24,EUR
2025-05-18,CH,105.96,CHF
2025-05-19,DE,356.2,EUR
2025-05-19,AT,80.59,EUR
2025-05-19,CH,80.07,CHF
2025-05-20,DE,310.41,EUR
2025-05-20,AT,143.84,EUR
2025-05-20,CH,118.08,CHF
2025-05-21,DE,365.32,EUR
2025-05-21,AT,150.03,EUR
2025-05-21,CH,89.0,CHF
2025-05-22,DE,381.55,EUR
2025-05-22,AT,155.63,EUR
2025-05-22,CH,85.64,CHF
2025-05-23,DE,340.73,EUR
2025-05-23,AT,124.0,EUR
2025-05-23,CH,68.79,CHF
2025-05-24,DE,555.28,EUR
2025-05-24,AT,131.85,EUR
2025-05-24,CH,117.59,CHF
2025-05-25,DE,585.57,EUR
2025-05-25,AT,166.73,EUR
2025-05-25,CH,65.09,CHF
2025-05-26,DE,442.62,EUR
2025-05-26,AT,124.68,EUR
2025-05-26,CH,49.52,CHF
2025-05-27,DE,325.04,EUR
2025-05-27,AT,79.01,EUR
2025-05-27,CH,100.61,CHF
2025-05-28,DE,423.86,EUR
2025-05-28,AT,134.11,EUR
2025-05-28,CH,100.8,CHF
2025-05-29,DE,433.33,EUR
2025-05-29,AT,169.7,EUR
2025-05-29,CH,79.77,CHF
2025-05-30,DE,413.42,EUR
2025-05-30,AT,165.02,EUR
2025-05-30,CH,99.28,CHF
2025-05-31,DE,519.54,EUR
2025-05-31,AT,157.62,EUR
2025-05-31,CH,102.02,CHF
2025-06-01,DE,530.52,EUR
